Unitats;Localitat;Grup;Municipi;Superfície;Inici d'activitat;Denominació comercial;Places;Signatura
162;Coma (La);Hotel;SANT LLORENÇ DES CARDASSAR;;02/10/1991;MARFIL PLAYA;308;H/2677
102;Illot (L´);Hotel;SANT LLORENÇ DES CARDASSAR;;29/05/1992;PLAYA BLANCA;186;H/2682
242;Platja De Muro;Hotel;MURO;;29/06/1992;REI DEL MEDITERRANI;484;H/2683
11;Alaró;Hostal residència;ALARÓ;;03/02/1993;CA´N TIU;21;H/2687
93;Son Vida;Hotel;PALMA;;23/11/1992;SHERATON MALLORCA ARABELLA GOLF HOTEL;185;H/2688
10;Palma;Hotel;PALMA;0;17/03/1993;SAN LORENZO;20;H/2691
202;Font De La Cala;Hotel;CAPDEPERA;;02/09/1993;Iberostar Waves Pinos Park;543;H/2696
190;Platja De Muro;Hotel;MURO;;10/12/1993;IBEROSTAR PLAYA DE MURO VILLAGE;547;H/2704
17;Esporles;Hotel;ESPORLES;;01/02/1994;POSADA DEL MARQUES;37;H/2706
348;Muro;Hotel;MURO;;23/02/1994;IBEROSTAR ALBUFERA PLAYA;661;H/2709
30;Palmanova;Hotel;CALVIÀ;0;01/01/1964;GABARDA;59;H/271
506;Peguera;Hotel;CALVIÀ;0;05/04/1994;FERGUS CLUB EUROPA;1012;H/2712
37;Cala Fornells;Hotel;CALVIÀ;;25/01/1995;PETIT CALA FORNELLS;76;H/2722
58;Valldemossa;Hotel;VALLDEMOSSA;21391;26/07/1995;CONTINENTAL VALLDEMOSSA;116;H/2723
60;Santa Ponça;Hotel;CALVIÀ;;22/06/1995;HOTEL SANTA PONSA PINS;108;H/2727
12;Palma;Hotel;PALMA;;11/07/1995;CA SA GALESA;24;H/2729
38;Peguera;Hostal residència;CALVIÀ;;07/08/1957;MARIA EUGENIA;71;H/273
132;Platja De Muro;Hotel;MURO;;09/10/1995;Garden Saladina;290;H/2731
50;Cala D´Or;Hotel;SANTANYÍ;;05/12/1995;D´OR;96;H/2733
117;Peguera;Hotel;CALVIÀ;;01/01/1959;NILO&SPA;222;H/274
27;Canyamel;Hotel;CAPDEPERA;;15/07/1996;MAYURCA;46;H/2742
395;Colònia De Sant Jordi;Hotel;SES SALINES;;17/11/1997;CLUB COLONIA DE SANT JORDI;750;H/2761
38;Peguera;Hotel;CALVIÀ;;26/06/1957;PAGUERA TREFF BOUTIQUE HOTEL;75;H/277
184;Portals Nous;Hotel;CALVIÀ;;20/10/1998;MARINA PORTALS;354;H/2777
23;Cala Sant Vicenç;Hotel;POLLENÇA;;13/11/1998;LA MORALEJA;44;H/2778
152;Cala Rajada;Hotel;CAPDEPERA;;18/12/1998;SERRANO PALACE;291;H/2779
141;Platja De Muro;Hotel;MURO;;18/03/1999;PARC NATURAL & SPA;277;H/2781
8;Artà;Hotel;ARTÀ;;26/03/1999;CA´N MORAGUES;16;H/2783
298;Platja De Muro;Hotel;MURO;;24/05/1999;EDEN PLAYA;596;H/2785
315;Palmanova;Hotel;CALVIÀ;;16/06/1999;FERGUS CLUB PALMANOVA PARK;610;H/2786
113;Coma (La);Hotel;SANT LLORENÇ DES CARDASSAR;;21/06/1999;CM MALLORCA PALACE;217;H/2787
12;Peguera;Hostal residència;CALVIÀ;;24/08/1959;ATALAYA;19;H/279
203;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;21/09/1999;HIPOCAMPO PALACE;391;H/2793
9;Portals Nous;Hostal;CALVIÀ;0;03/09/1962;VILLA AMPURDAN;18;H/280
158;Illot (L´);Hotel;SANT LLORENÇ DES CARDASSAR;;27/04/2000;MARIANT PARK I;314;H/2801
163;Illot (L´);Hotel;SANT LLORENÇ DES CARDASSAR;;27/06/2000;MARIANT PARK II;324;H/2802
532;Alcúdia;Hotel;ALCÚDIA;;06/07/2000;CLUB POLLENTIA PORTBLUE RESORT & SPA;1064;H/2806
184;Platja De Muro;Hotel;MURO;;08/09/2000;Sarena de Muro Resort Mallorca;362;H/2809
68;Costa D´En Blanes;Hotel;CALVIÀ;;12/02/2001;H10 PUNTA NEGRA RESORT;152;H/2814
118;Portals Nous;Hotel;CALVIÀ;;08/03/2001;LINDNER GOLF AND WELLNESS RESORT;232;H/2815
165;Camp De Mar;Hotel;ANDRATX;;04/05/2001;STEIGENBERGER GOLFRESORT & SPA;330;H/2817
80;Palma;Hotel;PALMA;;25/05/2001;Artmadams;138;H/2819
150;Llucmajor;Hotel;LLUCMAJOR;;04/06/2001;HACIENDA SON ANTEM, AUTOGRAPH COLLECTION;300;H/2821
82;Cala Rajada;Hotel;CAPDEPERA;;17/12/2001;LAGO GARDEN;166;H/2826
122;Port D´Andratx;Hotel;ANDRATX;;09/05/2002;MON PORT;245;H/2828
130;Costa D´En Blanes;Hotel;CALVIÀ;;18/06/2002;THE ST. REGIS MARDAVALL MALLORCA RESORT;262;H/2830
53;Colònia De Sant Pere;Hotel;ARTÀ;0;22/07/2002;ES BLAU DES NORD;101;H/2832
68;Toro (El);Hotel;CALVIÀ;;14/10/2002;VISTA PORT ADRIANO;138;H/2833
151;Peguera;Hotel;CALVIÀ;;28/11/2002;DON ANTONIO;297;H/2835
19;Palma;Hotel;PALMA;;19/12/2002;PALAU SA FONT;30;H/2837
172;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;0;07/02/2003;CALA MILLOR GARDEN;334;H/2838
27;Palma;Hotel;PALMA;;14/02/2003;ES CONVENT DE LA MISSIO;54;H/2839
113;Mal Pas - Bonaire;Hotel;ALCÚDIA;;01/06/1963;MAL PAS;228;H/284
172;Cala Serena;Hotel;FELANITX;;25/07/2003;ROBINSON CLUB CALA SERENA;326;H/2846
25;Sóller;Hotel;SÓLLER;;26/08/2003;CAL BISBE;49;H/2847
40;Palma;Hotel;PALMA;;24/05/2004;PURO HOTEL OASIS URBANO;76;H/2850
38;Sóller;Hotel;SÓLLER;;14/06/2004;GRAN HOTEL SOLLER;74;H/2851
189;Cala Mesquida;Hotel;CAPDEPERA;;16/06/2004;Viva Suites & Spa Hotel Adults Only 16+;360;H/2852
41;Palma;Hotel;PALMA;;09/07/2004;TRES;78;H/2853
85;Palma;Hotel;PALMA;;16/08/2004;AC Hotel Ciutat de Palma by Marriott;170;H/2855
175;Santa Ponça;Hotel;CALVIÀ;;25/05/2007;FERGUS STYLE CALA BLANCA SUITES;523;H/2868
101;Torre (La);Hotel;LLUCMAJOR;0;15/01/2009;HOTEL ZÖETRY MALLORCA;193;H/2874
68;Palma;Hotel;PALMA;;04/01/2009;PALACIO AVENIDA;132;H/2875
8;Sineu;Hotel;SINEU;;02/06/2009;CAN JOAN CAPO;16;H/2878
33;Palma;Hotel;PALMA;;02/12/2009;HOTEL MHOUSE;67;H/2879
27;Pollença;Hotel;POLLENÇA;327200;25/02/2010;SON BRULL - HOTEL & SPA;62;H/2881
29;Salines (Les);Hotel;SES SALINES;;19/07/2010;CA´N BONICO;58;H/2883
9;Canyamel;Hotel;CAPDEPERA;;30/03/2010;CAN CRUIA;17;H/2885
69;Port D´Alcúdia;Hotel;ALCÚDIA;;07/07/2010;TRENDHOTEL ALCUDIA;140;H/2886
216;Coma (La);Hotel;SANT LLORENÇ DES CARDASSAR;;18/08/2010;PROTUR BIOMAR GRAN HOTEL Y SPA;434;H/2889
20;Palma;Hotel;PALMA;;09/08/2010;SANTA CLARA URBAN HOTEL & SPA;40;H/2890
14;Palma;Hotel;PALMA;;24/08/2011;CAN CERA;30;H/2892
121;Port (El);Hotel;SÓLLER;;04/05/2012;JUMEIRAH PORT SOLLER HOTEL & SPA;246;H/2895
11;Palma;Hotel;PALMA;;27/05/2015;PURO HOUSE;22;H/2899
12;Canyamel;Hotel;CAPDEPERA;;01/01/1950;Miraia Boutique Hotel Canyamel;22;H/290
118;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;29/09/2017;ROSSELLA;236;H/2901
21;Port D´Andratx;Hotel;ANDRATX;;04/02/2014;VILLA ITALIA;42;H/2902
16;Palma;Hotel;PALMA;;29/09/2017;CALATRAVA BOUTIQUE HOTEL;32;H/2907
42;Platja De Muro;Hotel;MURO;;06/05/2013;BQ ALCUDIA SUN VILLAGE;84;H/2910
40;Palma;Hotel;PALMA;;29/09/2017;HM BALANGUERA;75;H/2913
16;Palma;Hotel;PALMA;;03/03/2014;CORT;32;H/2914
20;Palma;Hotel;PALMA;;05/02/2015;BRONDO ARCHITECT HOTEL;41;H/2915
16;Palma;Hotel;PALMA;;01/04/2014;LUXURY BOUTIQUE HOTEL CAN ALOMAR;32;H/2917
26;Palma;Hotel;PALMA;;09/11/2015;BOUTIQUE HOTEL POSADA TERRA SANTA;52;H/2919
42;Palma;Hotel;PALMA;;10/08/2016;SANT FRANCESC HOTEL SINGULAR;88;H/2921
23;Sóller;Hotel;SÓLLER;;02/11/2017;MINISTER;68;H/2928
142;Canyamel;Hotel;CAPDEPERA;;04/06/2016;PARK HYATT MALLORCA;284;H/2929
20;Cala Rajada;Hotel;CAPDEPERA;;27/09/1954;Mamboo;35;H/293
119;Cala Rajada;Hotel;CAPDEPERA;;03/06/2016;BQ Cala Ratjada;227;H/2930
57;Palma;Hotel;PALMA;;17/11/2016;NAKAR HOTEL;114;H/2936
36;Palma;Hotel;PALMA;;29/09/2017;BOUTIQUE HOTEL SANT JAUME;72;H/2937
268;Palma;Hotel;PALMA;;29/09/2017;MELIA PALMA BAY;562;H/2938
368;Platja De Palma;Hotel;PALMA;;29/09/2017;HIPOTELS GRAN PLAYA DE PALMA;703;H/2939
32;Cala Rajada;Hostal;CAPDEPERA;0;01/01/1955;MARINA;49;H/294
45;Cala Rajada;Hotel;CAPDEPERA;;29/09/2017;ONMOOD CALA RATJADA BY PORTBLUE;90;H/2940
227;Platja De Palma;Hotel;PALMA;;29/09/2017;HIPOTELS PLAYA DE PALMA PALACE;438;H/2943
30;Palmanova;Hotel;CALVIÀ;;29/09/2017;AGUA BEACH;61;H/2946
13;Palma;Hotel;PALMA;;29/09/2017;ART HOTEL PALMA;19;H/2951
21;Peguera;Hotel;CALVIÀ;;29/09/2017;Valentín Paguera Hotel;46;H/2953
186;Platja De Palma;Hotel;PALMA;;29/09/2017;LLAUT PALACE HOTEL & SPA;372;H/2955
8;Alcúdia;Hotel;ALCÚDIA;;29/09/2017;HOTEL CAN MOSTATXINS;16;H/2957
17;Cala Rajada;Hostal;CAPDEPERA;;21/06/1961;ZHIMBAD B&B BY THE SEA;32;H/296
21;Muro;Hotel;MURO;;29/09/2017;CAN RIBERA;42;H/2963
18;Palma;Hotel;PALMA;;30/11/2017;SUMMUM PRIME BOUTIQUE HOTEL;36;H/2966
14;Palma;Hotel;PALMA;;18/01/2018;HOTEL GLORIA DE SANT JAUME;28;H/2967
68;Palma;Hotel;PALMA;0;02/02/2018;ES PRINCEP HOTEL;136;H/2968
171;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;27/02/2018;IBEROSTAR CALA MILLOR;326;H/2969
30;Cala Rajada;Hostal residència;CAPDEPERA;;12/06/1952;CALA RATJADA;53;H/297
32;Palma;Hotel;PALMA;;23/02/2018;HOTEL CAPPUCCINO;64;H/2970
35;Cala Rajada;Hotel;CAPDEPERA;;18/04/2018;The Sky;68;H/2972
104;Cala Rajada;Hotel;CAPDEPERA;;05/04/2016;TRITON BEACH;208;H/2973
37;Palma;Hotel;PALMA;0;09/01/2018;PETIT PALACE ICON ROSETO;68;H/2974
140;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;4029;24/04/1989;BAHIA CALA MILLOR;280;H/2978
6;Palma;Hotel;PALMA;181;15/05/2018;BOUTIQUE BOSCH;12;H/2979
19;Palma;Hotel;PALMA;245;26/02/2018;BO HOTEL;38;H/2980
66;Port D´Alcúdia;Hotel;ALCÚDIA;0;27/07/1998;CAPRICE ALCUDIA PORT;126;H/2981
128;Can Picafort;Hotel;SANTA MARGALIDA;0;07/10/1998;Zafiro Alzinar Mar;253;H/2982
27;Cala Rajada;Hotel;CAPDEPERA;314;20/07/2018;THE PLACE;56;H/2983
24;Palma;Hotel;PALMA;1210;27/11/2018;CAN BORDOY GRAND HOUSE & GARDEN;48;H/2984
16;Alcúdia;Hotel;ALCÚDIA;326;13/07/2018;Boutique Hotel & Spa Forum Alcudia;32;H/2985
99;Palma;Hotel;PALMA;1049;02/01/2019;Protur Naisa Palma;198;H/2989
77;Cala Rajada;Hotel;CAPDEPERA;;20/05/1958;BELLAVISTA;134;H/299
261;Palmanova;Hotel;CALVIÀ;0;13/06/1970;FERGUS STYLE TOBAGO;522;H/2990
12;Artà;Hotel;ARTÀ;941;24/04/2019;YARTAN BOUTIQUE HOTEL;24;H/2991
256;Magaluf;Hotel;CALVIÀ;;18/09/1972;MELIÀ SOUTH BEACH;712;H/2992
252;Magaluf;Hotel;CALVIÀ;0;12/01/1990;ELBA SUNSET & THALASSO SPA;504;H/2993
275;Port D´Alcúdia;Hotel;ALCÚDIA;;05/10/1998;INNSIDE by Meliá Alcudia;542;H/2994
27;Palma;Hotel;PALMA;436;01/07/2019;ANTIGUA PALMA;54;H/2995
38;Palma;Hotel;PALMA;406;11/06/2019;BASÍLICA;76;H/2996
11;Maria De La Salut;Hotel;MARIA DE LA SALUT;3223;22/05/2019;Curolla;22;H/2997
27;Capdepera;Hotel;CAPDEPERA;2995;30/04/2019;CREU DE TAU;54;H/2998
33;Palma;Hotel;PALMA;1840;31/07/2019;El Llorenç Parc de la Mar;66;H/2999
334;Cales De Mallorca;Hotel;MANACOR;;01/05/1968;AluaSun Cala Antena;667;H/3000
20;Artà;Hotel;ARTÀ;0;06/10/2013;FORN NOU;40;H/3003
18;Pollença;Hotel;POLLENÇA;0;07/04/2009;MON BOUTIQUE HOTEL;36;H/3004
102;Cala Rajada;Hotel;CAPDEPERA;;04/08/1992;HOTEL ILLOT SUITES;194;H/3005
28;Palma;Hotel;PALMA;377;29/03/2019;Ars Magna Hotel;56;H/3006
45;Palma;Hotel;PALMA;519;14/07/2020;NOU BALEARES;90;H/3007
32;Santanyí;Hotel;SANTANYÍ;4799;14/05/2021;Can Ferrereta;64;H/3008
31;Palma;Hotel;PALMA;857;19/05/2021;Concepció;62;H/3009
25;Ariany;Hotel;ARIANY;979;15/06/2020;Ynaira;50;H/3010
11;Artà;Hotel;ARTÀ;0;29/12/2000;JARDÍ D´ARTÀ;22;H/3011
304;Camp De Mar;Hotel;ANDRATX;37800;21/06/2021;Zafiro Palace Andratx;616;H/3012
108;Peguera;Hotel;CALVIÀ;0;16/07/1984;MORLANS SUITES;216;H/3013
1;Valldemossa;Hotel;VALLDEMOSSA;1043;14/07/2021;Can Uetam;2;H/3014
154;Coma (La);Hotel;SANT LLORENÇ DES CARDASSAR;;07/07/2000;THB Sa Coma Platja;308;H/3015
24;Palma;Hotel;PALMA;217;28/07/2021;NIVIA BORN BOUTIQUE HOTEL;48;H/3016
86;Cala Bona;Hotel;SON SERVERA;;07/10/2011;HOTEL GLOBALES CALA BONA;172;H/3017
59;Cala D´Or;Hotel;SANTANYÍ;9233;17/06/2021;Eques Petit Resort;117;H/3018
11;Palma;Hotel;PALMA;295;09/09/2021;Palma Riad;22;H/3019
75;Coma (La);Hotel;SANT LLORENÇ DES CARDASSAR;;09/08/2010;IBERSOL SIURELL;150;H/3020
8;Moscari;Hotel;SELVA;;26/02/2010;CAN RIERA;16;H/3021
16;Palma;Hotel;PALMA;0;19/07/2017;BOUTIQUE HOTEL PETIT MONTI-SIÓN;32;H/3022
10;Palma;Hotel;PALMA;611;21/02/2022;JOE´S GOMILA BOUTIQUE HOTEL;20;H/3023
118;Palma;Hotel;PALMA;11612;31/05/2022;HM Palma Blanc;236;H/3024
19;Palma;Hotel;PALMA;1135;07/03/2022;Can Cirera;38;H/3025
9;Palma;Hotel;PALMA;537;14/06/2022;Hotel Can Quetglas;18;H/3026
79;Santa Ponça;Hotel;CALVIÀ;15575;28/09/2022;Hotel Kimpton Aysla Mallorca;156;H/3027
16;Palma;Hotel;PALMA;1397;30/09/2022;Puro Grand Hotel;32;H/3028
36;Illot (L´);Hotel;SANT LLORENÇ DES CARDASSAR;;07/05/1965;BRISA MARINA;71;H/3029
17;Artà;Hotel;ARTÀ;757;22/03/2023;NEMA HOTEL BOUTIQUE & SPA;34;H/3030
56;Palma;Hotel;PALMA;2504;31/03/2023;JS Hotel Palma Plaza;112;H/3031
21;Pollença;Hotel;POLLENÇA;828;10/06/2021;Can Aulí Luxury Retreat;42;H/3032
138;Coma (La);Hotel;SANT LLORENÇ DES CARDASSAR;24187;01/06/2022;Protur Biomar Sensatori Resort;264;H/3033
116;Platja De Palma;Hotel;PALMA;;01/01/1961;Planet Blue Hotel;196;H/3034
37;Palma;Hotel;PALMA;3300;08/09/2023;HOTEL NOBIS PALMA;74;H/3035
4;Pollença;Hotel;POLLENÇA;409;16/10/2023;Calvario Plaza Hotel;8;H/3036
8;Portocristo;Hotel;MANACOR;495;16/02/2024;Hotel Bini;15;H/3037
208;Port D´Alcúdia;Hotel;ALCÚDIA;0;06/11/1997;THB Bamboo Alcúdia;402;H/3038
328;Magaluf;Hotel;CALVIÀ;;15/02/1990;Fergus Club Mallorca Waterpark I;656;H/3039
328;Magaluf;Hotel;CALVIÀ;;15/02/1990;Fergus Club Mallorca Waterpark II;656;H/3040
17;Artà;Hotel;ARTÀ;963;09/04/2024;Juz de Yartan Arthotel;34;H/3041
280;Magaluf;Hotel;CALVIÀ;;13/04/1989;TENT CALVIA BEACH;560;H/3042
31;Sóller;Hotel;SÓLLER;2460;25/07/2024;Alcázar Hotel Sóller;62;H/3043
16;Cala Major;Hotel;PALMA;904;02/10/2024;Belle Marivent Mediterranean Petit Hotel;30;H/3044
160;Santa Ponça;Hotel;CALVIÀ;0;24/02/2010;Purobeach Resort Santa Ponsa Oasis del Mar;304;H/3045
260;Port D´Alcúdia;Hotel;ALCÚDIA;;17/09/1996;EDEN ALCUDIA;520;H/3046
37;Campos;Hotel;CAMPOS;;01/01/1943;FONTSANTA HOTEL-THERMAL, SPA & WELLINES;76;H/305
101;Cala Sant Vicenç;Hotel;POLLENÇA;;01/05/1957;MOLINS;194;H/316
63;Platja De Palma;Hotel;PALMA;;01/01/1960;IRIS;117;H/32
16;Portocolom;Hostal;FELANITX;0;15/10/1954;PORTO COLOM;35;H/320
30;Port De Pollença;Hotel;POLLENÇA;;01/01/1959;CAPRI;56;H/321
7;Pollença;Hotel;POLLENÇA;0;11/08/1958;JUMA;14;H/324
42;Port (El);Hotel;SÓLLER;0;01/01/1956;Salino Port;84;H/327
38;Port (El);Hotel;SÓLLER;;18/06/1952;MIRAMAR;72;H/330
25;Cala Figuera;Hostal;SANTANYÍ;;05/05/1960;MAR I CEL;49;H/338
81;Cala D´Or;Hotel;SANTANYÍ;;01/01/1957;CALA GRAN;158;H/341
30;Arenal (L´);Hostal;LLUCMAJOR;;22/06/1960;ATLANTA;60;H/342
126;Arenal (L´);Hotel;LLUCMAJOR;;15/06/1956;WHALA!BEACH SOLIMAR;241;H/343
56;Santa Ponça;Hotel;CALVIÀ;;01/01/1962;BON REPOS;107;H/346
8;Colònia De Sant Jordi;Hostal;SES SALINES;;22/07/1950;PLAYA;15;H/349
169;Palma;Hotel;PALMA;;01/01/1935;CATALONIA MAJORICA;299;H/37
41;Llucalcari;Hotel;DEIÀ;;25/02/1951;COSTA D´OR;79;H/371
87;Deià;Hotel;DEIÀ;;01/01/1965;ES MOLI;165;H/372
9;Esporles;Hostal;ESPORLES;;01/01/1963;S´HOSTAL D´ESPORLES;16;H/374
10;Deià;Fonda;DEIÀ;;09/06/1952;VILLAVERDE;17;H/375
52;Cas Català-Illetes;Hotel;CALVIÀ;;01/01/1950;MARICEL;105;H/376
86;Port De Pollença;Hotel;POLLENÇA;;01/01/1952;MIRAMAR;163;H/379
38;Cala Sant Vicenç;Hotel;POLLENÇA;;14/07/1970;CALA SANT VICENÇ;72;H/381
64;Port De Pollença;Hotel;POLLENÇA;0;12/07/1956;POLLENTIA;129;H/383
19;Cala Sant Vicenç;Hostal;POLLENÇA;;01/01/1957;LOS PINOS;34;H/385
24;Cala Sant Vicenç;Hotel;POLLENÇA;;01/01/1947;NIU;48;H/386
42;Peguera;Hotel;CALVIÀ;;01/01/1949;CARABELA;73;H/387
36;Peguera;Hotel;CALVIÀ;;01/01/1953;BELLA COLINA;69;H/388
65;Peguera;Hotel;CALVIÀ;;01/01/1952;BAHIA;121;H/389
53;Peguera;Hotel;CALVIÀ;;01/01/1966;PLAYAS DE PAGUERA;99;H/391
138;Can Picafort;Hotel;SANTA MARGALIDA;;24/03/1950;JS HOTEL MIRAMAR;266;H/398
110;Port De Pollença;Hotel;POLLENÇA;0;01/01/1930;FOUR SEASONS RESORT MALLORCA AT FORMENTOR;249;H/404
74;Magaluf;Hotel;CALVIÀ;;13/04/1957;CARIBE;114;H/408
162;Peguera;Hotel;CALVIÀ;0;14/05/1955;Secrets Mallorca Villamil Resort & Spa;321;H/409
61;Peguera;Hotel;CALVIÀ;0;13/09/1958;Aethos Mallorca;122;H/422
96;Portocristo;Hotel;MANACOR;;01/01/1951;THB FELIP;182;H/423
62;Portals Nous;Hotel;CALVIÀ;;01/01/1953;BENDINAT;119;H/424
78;Platja De Palma;Hotel;PALMA;;01/01/1968;Tent Capi Playa;149;H/425
242;Alcúdia;Hotel;ALCÚDIA;;01/01/1954;INMOOD AUCANADA;489;H/431
286;Camp De Mar;Hotel;ANDRATX;;01/01/1935;PLAYA CAMP DE MAR;526;H/433
114;Platja De Palma;Hotel;PALMA;;01/01/1959;UNIVERSAL HOTEL NEPTUNO;220;H/44
50;Cala Rajada;Hostal;CAPDEPERA;;01/01/1967;CAS BOMBU;91;H/440
127;Cala Rajada;Hotel;CAPDEPERA;;24/06/1956;SON MOLL;238;H/441
29;Banyalbufar;Hotel;BANYALBUFAR;;01/01/1953;Son Margalida;55;H/442
133;Cala Major;Hotel;PALMA;;21/06/1957;NIXE PALACE;259;H/45
94;Port (El);Hotel;SÓLLER;0;18/10/1955;MARINA;154;H/466
24;Sóller;Hotel;SÓLLER;0;01/01/1944;EL GUIA;46;H/468
75;Port (El);Hotel;SÓLLER;;16/07/1954;ESPLENDIDO DE SOLLER;196;H/470
152;Port (El);Hotel;SÓLLER;;04/04/1957;EDEN;288;H/471
56;Estellencs;Hotel;ESTELLENCS;;01/01/1947;MARISTEL;111;H/502
7;Deià;Hostal;DEIÀ;0;04/08/1955;MIRAMAR;14;H/505
45;Cala Figuera;Hotel;SANTANYÍ;;30/04/1951;VILLA SIRENA;90;H/508
99;Cala D´Or;Hotel;SANTANYÍ;4838;01/01/1932;CALA D´OR;187;H/512
140;Can Pastilla;Hotel;PALMA;;01/01/1960;Hotel Nautic & SPA;254;H/52
36;Palma;Hotel;PALMA;;01/01/1957;COLON;70;H/528
120;Port De Pollença;Hotel;POLLENÇA;;01/01/1928;ILLA D´OR;229;H/529
56;Port D´Andratx;Hotel;ANDRATX;;01/01/1958;BRISMAR;109;H/530
41;Palma;Hotel;PALMA;;01/01/1955;FELIZ;79;H/532
25;Palma;Hotel;PALMA;;25/07/1957;PORTIXOL;46;H/534
165;Palma;Hotel;PALMA;;01/01/1961;CASTILLO HOTEL SON VIDA;333;H/535
180;Platja De Palma;Hotel;PALMA;;23/07/1958;ACAPULCO PLAYA;354;H/543
210;Cala Rajada;Hotel;CAPDEPERA;;07/11/1958;NA FORANA;556;H/544
44;Arenal (L´);Hotel;LLUCMAJOR;;15/05/1961;SON VERI;82;H/550
80;Peguera;Hotel;CALVIÀ;;01/06/1957;CUPIDO BOUTIQUE HOTEL;129;H/561
41;Palma;Hotel;PALMA;0;07/06/1958;BORN;79;H/562
29;Platja De Palma;Hotel;PALMA;;01/01/1960;CORAL;54;H/566
8;Pobla (La);Fonda;SA POBLA;;01/01/1908;EUROPA;11;H/577
100;Illot (L´);Hotel;SANT LLORENÇ DES CARDASSAR;;01/01/1960;MIX HOTEL PEYMAR;177;H/597
156;Port (El);Hotel;SÓLLER;;01/01/1960;ES PORT;288;H/598
245;Arenal (L´);Hotel;LLUCMAJOR;;05/06/1963;MEDITERRANEAN BAY;441;H/611
34;Arenal (L´);Hotel;PALMA;;30/06/1960;PLAYA SOL;58;H/612
21;Alcúdia;Fonda;ALCÚDIA;;30/06/1960;LLABRES;32;H/614
94;Cala Fornells;Hotel;CALVIÀ;;05/02/1953;CALA FORNELLS;172;H/615
45;Portopetro;Hostal;SANTANYÍ;;27/07/1960;BALUMA PORTOPETRO;79;H/621
55;Port De Pollença;Hotel;POLLENÇA;;01/01/1952;SIS PINS;105;H/623
171;Palma;Hotel;PALMA;0;01/01/1955;GRAN MELIA VICTORIA;342;H/63
36;Banyalbufar;Hostal;BANYALBUFAR;0;01/01/1954;BARONIA;72;H/630
126;Palmanova;Hotel;CALVIÀ;;01/01/1962;FERGUS BERMUDAS;240;H/634
47;Peguera;Hotel;CALVIÀ;;01/01/1960;GAYA;91;H/635
60;Cala Rajada;Hostal;CAPDEPERA;;22/04/1971;SINGULAR CALA RATJADA;118;H/641
63;Cala Rajada;Hostal;CAPDEPERA;;15/05/1962;ALZINA;120;H/642
110;Arenal (L´);Hotel;LLUCMAJOR;;01/01/1962;AMAZONAS;200;H/653
24;Port De Pollença;Hotel;POLLENÇA;;01/01/1964;Hotel Cultural Boutique Hoposa;45;H/660
20;Ciutat Jardí;Hotel;PALMA;;01/01/1921;CIUTAT JARDI;38;H/670
12;Can Pastilla;Hostal;PALMA;;01/01/1963;MALLORCA ROOMS;17;H/671
15;Palma;Hotel;PALMA;;01/10/1987;HOTEL HOSTALCUBA;30;H/677
29;Can Pastilla;Hotel;PALMA;;21/06/1961;BARI;53;H/678
98;Platja De Palma;Hotel;PALMA;0;21/07/1962;RIVIERA PLAYA;190;H/687
199;Palma;Hotel;PALMA;;01/01/1966;HORIZONTE;380;H/688
8;Cala D´Or;Hotel;SANTANYÍ;550;01/01/1969;FOWLERS HOTEL;16;H/692
154;Arenal (L´);Hotel;LLUCMAJOR;;01/01/1961;KILIMANJARO;285;H/694
247;Can Pastilla;Hotel;PALMA;0;01/01/1961;LAS ARENAS;478;H/7
78;Palma;Hotel;PALMA;;01/01/1961;ALMUDAINA;144;H/703
190;Can Pastilla;Hotel;PALMA;;01/07/1962;ILUSION CALMA;361;H/704
109;Palma;Hotel;PALMA;0;01/01/1953;MIRADOR;219;H/714
19;Palma;Hostal residència;PALMA;;01/01/1931;TERRAMAR;33;H/715
75;Can Picafort;Hotel;SANTA MARGALIDA;;05/06/1962;HORITZO;142;H/724
195;Arenal (L´);Hotel;PALMA;;15/05/1962;RIUTORT;370;H/727
54;Can Pastilla;Hotel;PALMA;;01/01/1962;BALEAR;110;H/74
93;Cas Català-Illetes;Hotel;CALVIÀ;;01/06/1953;BONSOL;182;H/742
101;Palma;Hotel;PALMA;;01/01/1962;INNSIDE PALMA CENTER;202;H/759
81;Peguera;Hotel;CALVIÀ;;30/06/1961;TORA;161;H/766
93;Marivent;Hotel;PALMA;;01/08/1962;EUROSTARS MARIVENT;176;H/769
9;Port (El);Hostal;SÓLLER;0;22/04/1955;Sol Port Sóller;18;H/770
108;Cala Bona;Hotel;SON SERVERA;;21/09/1954;CALA BONA;215;H/771
242;Can Pastilla;Hotel;PALMA;;01/01/1962;JS PALMA STAY;464;H/776
149;Can Pastilla;Hotel;PALMA;0;12/06/1956;HM ALMA BEACH;290;H/780
177;Platja De Palma;Hotel;PALMA;;01/01/1963;RIO BAY;330;H/782
138;Cas Català-Illetes;Hotel;CALVIÀ;;06/07/1965;RIU BONANZA PARK;263;H/789
86;Santa Ponça;Hotel;CALVIÀ;;01/08/1958;CASABLANCA;165;H/791
