Categoria;Unitats;Direcció;Hotel de ciutat;Localitat;UTM (X);Grup;Subgrup;Memoria descriptiva;Municipi;Superfície;Inici d'activitat;Denominació comercial;UTM(Y);Places;Excepcions ratio turístic;Explotador/s;Signatura;Estat;longitude;latitude
;10;PARCEL·LA 185, POLÍGON 17, S/N. 07550 SON SERVERA, Mallorca;;Son Servera;531396.63;Agroturisme;Allotjaments;;SON SERVERA;;18/02/2009;EL ENCINAR;4389843.59;20;;SASCHA 1999 S.L (B57037723);AG/183;Alta;3.365994837395708;39.65781894293452
;10;POLÍGON 19, PARCEL·LA 548, S/N. CAMPOS, Mallorca;;Campos;500149.65;Agroturisme;Allotjaments;;CAMPOS;;29/04/2009;AMAPOLA;4362059.34;20;;AMAPOLA 2021, SL (B16780603);AG/184;Alta;3.00173825275767;39.40804476241848
5 estrelles;25;Polígon 8, PARCELA 1. CTRA PINA-MONTUIRI, KM 3. 07230 MONTUÏRI, Mallorca;;Montuïri;495387.82;Agroturisme;Allotjaments;;MONTUÏRI;0;29/04/2009;FINCA SERENA MALLORCA;4382152.32;50;;UNICO MONTUIRI,SL (B67223545);AG/185;Alta;2.9462882812344273;39.58908183816069
;9;PARCEL.LES, 132,133,134 DEL POLIGON 53, S/N. 07200 FELANITX, Mallorca;;Felanitx;511748.14;Agroturisme;Allotjaments;;FELANITX;;29/04/2009;SON CAPELLOT;4367416.72;17;;ANTONIA ADROVER MAS;AG/186;Alta;3.1365540045857654;39.456238283537765
;10;Carretera VALLDEMOSSA - ESPORLES, KM. 1, POL. 4 PARCELAS 53-54, S/N. ESPORLES, Mallorca;;Esporles;468213.561917;Agroturisme;Allotjaments;;ESPORLES;;19/06/2009;S´HORT DE CANET;4389730.05265;28;;RUSH HOTELS BALEARS, SL (B57717183);AG/187;Alta;2.6294666673076232;39.65678154719151
;8;CTRA. CALONGE-CALA D´OR KM 2.800, S/N. 07650 Cala D´Or, SANTANYÍ, Mallorca;;Cala D´Or;518921.029394;Agroturisme;Allotjaments;;SANTANYÍ;;06/07/2009;SA TANCA D´ES GARBELLO;4359915.88447;16;;CATHLEEN HUBERT (X8403025K);AG/188;Alta;3.2197149996213157;39.388523213989934
;20;Polígon 5 PARCEL.LA 23. 07190 ESPORLES, Mallorca;;Esporles;;Agroturisme;Allotjaments;;ESPORLES;;21/10/2009;SON GALCERAN;;39;;POLLENSA BELLAMAR INVESTMENTS, SL (B57726192);AG/189;Alta;;
;7;POLIG.37, PARCELA 174, S/N. 07200 FELANITX, Mallorca;;Felanitx;513822.1;Agroturisme;Allotjaments;;FELANITX;;18/10/1993;SON VENT;4361205.42;16;;LEIPZIGER Y PARTNER RELACIONES PUBLSL (B07172315);AG/19;Alta;3.160532036832209;39.40023958468211
;11;Polígon 6 Parcel·la 3. 07570 ARTÀ, Mallorca;;Artà;534658.89;Agroturisme;Allotjaments;;ARTÀ;;04/12/2009;SA DUAIA D´ABAIX;4399150.65;22;;PLAYAS DE ARTA, SL (B07122005);AG/190;Alta;3.404511874761377;39.741549927195756
;2;POLÍGON 2, PARCEL·LES PART DE LA 9, 131 I PART DE LA 132, S/N. 07340 ALARÓ, Mallorca;;Alaró;483065.653633;Agroturisme;Allotjaments;;ALARÓ;;01/02/2010;SON BERGA;4397091.34658;4;;SON BERGA, SA (A07266695);AG/193;Alta;2.8024065682989985;39.723531788506435
;5;LLUCMAJOR - S´ARANJASSA, KM 3, PARCEL·ES 371, 867 I 868, S/N. 07620 LLUCMAJOR, Mallorca;;Llucmajor;487765.48;Agroturisme;Allotjaments;;LLUCMAJOR;;03/03/2010;SON PIERAS;4371622.19;10;;MIGUEL MONSERRAT VIDAL;AG/195;Alta;2.8577154209548223;39.49412528334516
4 estrelles Superior;13;Finca CAMÍ DES REVELLAR, S/N, KM 3.70, POLIGON 4 PARCEL·LA 74, S/N. 07630 CAMPOS, Mallorca;;Campos;;Agroturisme;Allotjaments;;CAMPOS;;24/02/2010;ES REVELLAR;;26;;FINEQUIPO, SA (A40003360);AG/196;Alta;;
;14;Avinguda POLIGON 3, PARCEL·LES 81, 82, S/N. 07350 BINISSALEM, Mallorca;;Binissalem;487841.5;Agroturisme;Allotjaments;;BINISSALEM;;03/03/2010;ES QUATRE CANTONS;4390443.15;28;;HOTEL CAS CAMPER, SL (B75821751);AG/198;Alta;2.858254501242185;39.66371132551563
;6;Carretera PALMA-ALCUDIA. KM 44, POLÍGON 6 PARCEL·LA 590, S/N. 07400 ALCÚDIA, Mallorca;;Alcúdia;504577.5;Agroturisme;Allotjaments;;ALCÚDIA;;30/06/1992;CAN FAVETA;4408062.91;12;;CAN FAVETA ENT. SPJ (E67904094);AG/2;Alta;3.0534878053456596;39.822543107614784
;3;MANACOR-COLONIA DE SANT PERE, KM 11,9, S/N. 07500 MANACOR, Mallorca;;Manacor;519069.505857;Agroturisme;Allotjaments;;MANACOR;;04/02/1994;SON VERD;4390716.07266;12;;MIGUEL RIERA ALCOVER;AG/20;Alta;3.2223223882987604;39.66604415529126
;3;POLIGON 2, PARCEL·LES 62 I 190, S/N. 07500 MANACOR, Mallorca;;Manacor;520228.107134;Agroturisme;Allotjaments;;MANACOR;;03/03/2010;SA COVA;4378375.28807;10;;SA COVA, SAT (F07973704);AG/202;Alta;3.2354529145639446;39.554822930954884
;8;POLÍGON 47, PARCEL·LA 36, S/N. 07620 LLUCMAJOR, Mallorca;;Llucmajor;490884.96;Agroturisme;Allotjaments;;LLUCMAJOR;;03/03/2010;SON GUARDIOLA;4368418.73;16;;SON GUARDIOLA SL (B07902091);AG/204;Alta;2.8940379754919023;39.465298929425884
;6;MANACOR-COLONIA DE SAT PERE, KM. 10.7, S/N. 07500 MANACOR, Mallorca;;Manacor;520560.15;Agroturisme;Allotjaments;;MANACOR;;11/03/2010;SOS FERRES DEN MOREY;4391308.47;12;;SOS FERRES MOREY, SL (B57055154);AG/205;Alta;3.2397194142208035;39.67134723087628
;10;Carretera CRTA. VIEJA SON SERVERA-ARTÀ, KM. 1.5, S/N. 07550 SON SERVERA, Mallorca;;Son Servera;530331.27;Agroturisme;Allotjaments;;SON SERVERA;;19/03/2010;SES CASES DE FETGET;4387428.26;18;;NOVASFERA CORPORATION, SL (B16378085);AG/206;Alta;3.3534651875142485;39.636094851867
;8;POLIGON 8, PARCEL·LES 106,107, S/N. 07110 BUNYOLA, Mallorca;;Bunyola;472454.76;Agroturisme;Allotjaments;;BUNYOLA;;19/11/2010;BINIFORANI NOU;4397076.37;16;;BINIFORANI NOU SL (B07761588);AG/207;Alta;2.678598587604432;39.72312011946358
;12;Plaça POLIGON 8, PARCEL·LA 131, S/N. 07200 FELANITX, Mallorca;;Felanitx;512798.006841;Agroturisme;Allotjaments;;FELANITX;;04/02/2011;SON VALLS;4368947.82471;24;;NOS HOMES MALLORCA, SL (B75763870);AG/209;Alta;3.148786423312522;39.470019500311444
;7;Polígon 3 Parcel·la 222, 755, 756. 07520 PETRA, Mallorca;;Petra;;Agroturisme;Allotjaments;;PETRA;;07/12/2010;SON BURGUÉS;;24;;GACARI, SL (B07558281);AG/210;Alta;;
;8;Polígon 6, PARCEL·LA 591. ALCÚDIA, Mallorca;;Alcúdia;504577.36;Agroturisme;Allotjaments;;ALCÚDIA;;17/01/2011;SON SIMO VELL;4407833.84;16;;DESTILERIAS SANTA MARIA, SL (B07086747);AG/211;Alta;3.0534845693425434;39.820479169986754
;12;Carretera LLUCMAJOR - CAMPOS, KM. 33,6, S/N. 07630 CAMPOS, Mallorca;;Campos;498032.4187;Agroturisme;Allotjaments;;CAMPOS;;09/05/2011;FINCA SA CANOVA;4366221.29598;32;;HURSTHAVER ENTERPRISES, SL (B06999577);AG/212;Alta;2.977133396699502;39.44554464427379
;10;Polígon 31, PARCEL·LA 174 - SA PLETASSA. 07669 FELANITX, Mallorca;;Felanitx;519767.77;Agroturisme;Allotjaments;;FELANITX;;19/10/2011;SA PLETASSA;4361852.21;20;;RÖSTIZZERIA GMBH SUCURSAL EN ESPAÑA (W0393058C);AG/213;Alta;3.2296046477000497;39.405951819649964
;13;SON MACIA - CALES DE MALLORCA, 60. 07509 Son Macià, MANACOR, Mallorca;;Son Macià;520228.107134;Agroturisme;Allotjaments;;MANACOR;;12/03/2012;SON MOLA VELL;4378375.28807;26;;NEUE WEGE ESPAÑA, SLU (B57985798);AG/214;Alta;3.2354529145639446;39.554822930954884
;12;DE SON PILLO (POL. 15, PARC. 291), 15. 07184 CALVIÀ, Mallorca;;Calvià;457739.242598;Agroturisme;Allotjaments;;CALVIÀ;;15/02/2012;CAN ESTADES;4378054.93211;25;;AZ SUEÑO HOTEL, SL (B57739609);AG/215;Alta;2.508116433227934;39.55113401914699
;14;Carretera SOLLER - DEIA, POLÍGON 1, PARCEL·LES 415, 417 I 424, S/N. 07100 SÓLLER, Mallorca;;Sóller;472322.36;Agroturisme;Allotjaments;;SÓLLER;;14/12/2012;AGROTURISMO CORAZÓN;4402654.71;30;;AGROTURISMO CORAZON, SL (B16909368);AG/217;Alta;2.6768189976389793;39.77337696409077
;56;CABO BLANCO, KM. 25,4, S/N. 07600 LLUCMAJOR, Mallorca;;Llucmajor;487206.987059;Agroturisme;Allotjaments;;LLUCMAJOR;;16/11/2012;SA BASSA PLANA;4366737.53342;112;;SA BASSA PLANA SL (B07851108);AG/218;Alta;2.851314014292604;39.45010349502445
;4;Carretera LLUCH, S/N. 07314 Caimari, SELVA, Mallorca;;Caimari;491314.685871;Agroturisme;Allotjaments;;SELVA;;27/12/2012;SA ROTA DE CAN CASETES;4402554.18922;8;;INVERSIONES REKACHA, SLU (B83874537);AG/219;Alta;2.8985856206857394;39.77287690423707
;6;Carretera SES SALINES.COL.SANT JORDI, KM.2,5, S/N. 07640 Colònia De Sant Jordi, SES SALINES, Mallorca;;Colònia De Sant Jordi;501619.0;Agroturisme;Allotjaments;;SES SALINES;;22/02/1994;S´HORT D´ES TURO;4353517.07;12;;S´HORT DES TURO CB (E07684368);AG/22;Alta;3.0187847854238594;39.331070709263905
;8;PALMA -VALLDEMOSSA, KM 10,2, S/N. 07190 ESPORLES, Mallorca;;Esporles;464564.515364;Agroturisme;Allotjaments;;ESPORLES;;27/12/2012;SON TUGORES;4390412.85206;16;;AGRICOLA DE PROMOCIONES SA (A07032295);AG/220;Alta;2.5868942261332446;39.662790151559214
;8;Polígon 9, PARC 1091. 07691 Alqueria Blanca, SANTANYÍ, Mallorca;;Alqueria Blanca;515015.57;Agroturisme;Allotjaments;;SANTANYÍ;0;27/12/2012;ES PUJOL AGROTURISME;4360807.92;26;;Jose Miguel Segurado Parera;AG/221;Alta;3.1743842084667855;39.39663788178239
;4;Polígon 1, PARC 121. 07630 CAMPOS, Mallorca;;Campos;495300.17;Agroturisme;Allotjaments;;CAMPOS;;19/03/2014;CAN CARRO;4362309.48;11;;NATALIE SCHULER SAONA;AG/223;Alta;2.945407592802894;39.4102859088235
;8;Polígon 15 Parcel·la 234,267. 07630 CAMPOS, Mallorca;;Campos;;Agroturisme;Allotjaments;;CAMPOS;;14/12/2012;ALQUERIA S´ERMITA;;16;;BLASC GESTION, SL (B56077662);AG/224;Alta;;
;9;DE SON SALAS, 58. 07100 SÓLLER, Mallorca;;Sóller;;Agroturisme;Allotjaments;;SÓLLER;;24/12/2012;SON SALAS;;18;;MARRUTXO SL (B07044399);AG/225;Alta;;
;7;Camí DE CAS PERETS, 2. 07640 Salines (Les), SES SALINES, Mallorca;;Salines (Les);506204.99;Agroturisme;Allotjaments;;SES SALINES;;17/01/2013;S´HORT DE CAN CARRIO;4356072.52;14;;FINCA S´HORT DE CAN CARRIÓ, SL (B02780468);AG/226;Alta;3.0720182936484473;39.35407665785039
;5;Polígon 17, PARCEL·LA 560. 07260 PORRERES, Mallorca;;Porreres;502644.478605;Agroturisme;Allotjaments;;PORRERES;;07/03/2013;FINCA SON JORBO;4373072.21326;11;;FINCA SON JORBO SL (B57252785);AG/227;Alta;3.0307604630394986;39.50727382181772
;19;FINCA MONNABER NOU S/N. POL. 10 PARC. 191, S/N. 07310 CAMPANET, Mallorca;;Campanet;;Agroturisme;Allotjaments;;CAMPANET;;04/03/2016;S´HORT DE MONNABER;;42;;S´HORT DE MONNABER, SL (B07886021);AG/229;Alta;;
;8;Polígon 33, PARC 29. 07500 MANACOR, Mallorca;;Manacor;520493.78;Agroturisme;Allotjaments;;MANACOR;;19/03/2013;CAN PATRO;4376455.07;16;;CAN PATRO, SL (B57010191);AG/230;Alta;3.2384860578331502;39.53751463211631
;4;Polígon 5, PARC 598, CTRA. M-10, KM 56´7. 07100 SÓLLER, Mallorca;;Sóller;472265.32;Agroturisme;Allotjaments;;SÓLLER;;31/05/2013;SON MICO;4402458.23;8;;SON MICO, CB (E57753154);AG/231;Alta;2.6761612693340213;39.77160482020719
;20;Polígon 286, 21, PARCELA. 07630 CAMPOS, Mallorca;;Campos;498499.6;Agroturisme;Allotjaments;;CAMPOS;;31/05/2013;SA BARRALA NOVA;4356761.75;10;;ES FIGUERAL GRAN, SL (B57038804);AG/232;Alta;2.982584040663259;39.36030815296809
;12;SON BAUZANET, S/N, POLÍGON 9 PARCEL·LA 14, S/N. 07010 PALMA, Mallorca;;Palma;475516.623598;Agroturisme;Allotjaments;;PALMA;;04/07/2013;FINCA SON BAUZANET;4376739.02387;6;;AMPARO ISABEL RODRÍGUEZ FERNÁNDEZ;AG/233;Alta;2.71507705467386;39.53996864972263
;2;INCA-LLUBI KM. 5,6, POLÍGON 6 PARCEL·LA 158, S/N. 07300 INCA, Mallorca;;Inca;495042.931483;Agroturisme;Allotjaments;;INCA;;02/08/2013;ES MITJA FONDO;4395763.92757;4;;CONSTRUCCIONES PERELLÓ 3001 SLU (B57103319);AG/235;Alta;2.942169748128682;39.7117251639478
;2;Polígon 3 PARCEL·LA 145. 07196 Capdellà (El), CALVIÀ, Mallorca;;Capdellà (El);454149.67;Agroturisme;Allotjaments;;CALVIÀ;;06/08/2013;SON HORTOLÀ;4382367.95;4;;PUNTO INTERMEDIO, SL (B87891578);AG/236;Alta;2.466040112608284;39.58981033735605
;3;Polígon 14 PARCEL·LA 18. 07630 CAMPOS, Mallorca;;Campos;504902.04;Agroturisme;Allotjaments;;CAMPOS;;07/08/2013;SON CALCO;4361367.93;6;;ISABEL MARIA FERRER MAS;AG/237;Alta;3.0569343432297584;39.40180073673606
;5;Polígon 10, PARCEL·LA 60, 61, 62 I 76,  CAMÍ VELL D´ALGAIDA. 07620 LLUCMAJOR, Mallorca;;Llucmajor;489113.41;Agroturisme;Allotjaments;;LLUCMAJOR;;30/08/2013;CAN PAULINO;4374259.9;12;;EL HOGAR DEL CABALLO, SL. (B57476699);AG/238;Alta;2.8733483532927337;39.51791062720264
;13;Carrer SON RIERA, S/N, POL. 18 PARC. 147, S/N. 07314 Moscari, SELVA, Mallorca;;Moscari;493115.35;Agroturisme;Allotjaments;;SELVA;23829;13/08/2013;SON AMETLER;4402523.83;26;;FONDO DE ARDILLA S.L. (B57414682);AG/239;Alta;2.9196114355919764;39.77261983043411
;6;PTO POLLENSA-FORMENTOR,KM9,5, S/N. 07470 POLLENÇA, Mallorca;;Port De Pollença;507943.06158;Agroturisme;Allotjaments;;POLLENÇA;;01/03/1994;SES CASES VELLES DE FORMENTOR;4417931.64262;12;;INMOBILIARIA FORMENTOR SA (A07010937);AG/24;Alta;3.0929340420964633;39.91143557922511
;11;Polígon DISEMINADOS, POLIGONO 4 PARCELA 105. 07300 INCA, Mallorca;;Inca;;Agroturisme;Allotjaments;;INCA;;22/08/2016;AGROTURISME SES ILLES;;22;;CAP ISENY, S.L. (B57491326);AG/241;Alta;;
;5;VELL DE VALLDEMOSSA,  SON VISCOS S/N, S/N. 07170 VALLDEMOSSA, Mallorca;;Valldemossa;468058.770868;Agroturisme;Allotjaments;;VALLDEMOSSA;;30/09/2013;SON VISCOS;4395031.83283;10;;THE ISLAND COMPANY SL (B61258927);AG/243;Alta;2.627405692983771;39.70454539738094
;5;PUIGPUNYENT-ESPORLES KM.4,5, POL. 2 PARCEL·LA 174, S/N. 07194 PUIGPUNYENT, Mallorca;;Puigpunyent;459226.39;Agroturisme;Allotjaments;;PUIGPUNYENT;;15/04/2014;CASA RURAL SA CAMPANETA;4389302.02;10;;AGROTURISME SA CAMPANETA SL (B57974487);AG/245;Alta;2.524732962713148;39.65254351182834
;8;DE SA GRUTA, POLIGON, 11, PARCELA 84, S/N. 07680 Portocristo, MANACOR, Mallorca;;Portocristo;529236.82;Agroturisme;Allotjaments;;MANACOR;;29/01/2014;SA GRUTA VELLA;4380463.66;16;;TOMAS SUREDA UMBERT;AG/246;Alta;3.340403846732267;39.57338010988617
;12;SON LLUNY, S/N POL. 4 PARC. 30, S/N. 07140 SENCELLES, Mallorca;;Sencelles;491904.45;Agroturisme;Allotjaments;;SENCELLES;;29/01/2014;CAN GRAU;4391950.98;34;;JUAN SOLIVELLAS BERROCAL;AG/247;Alta;2.9056023786108245;39.67734548046889
;5;GORG, S/N POL. 2 PARC. 174 I 175, S/N. 07144 COSTITX, Mallorca;;Costitx;495652.819697;Agroturisme;Allotjaments;;COSTITX;;23/04/2014;CAN PINA;4389515.11308;17;;PUNTA DE SA CRESTA, S.L. (B57047896);AG/248;Alta;2.949326005633896;39.65542484436856
;3;SON NIELL, S/N, S/N. 07519 MARIA DE LA SALUT, Mallorca;;Maria De La Salut;508108.074464;Agroturisme;Allotjaments;;MARIA DE LA SALUT;;27/01/2014;SON NIELL;4391630.18132;6;;CATALINA CARBONELL COLOMBRAN;AG/249;Alta;3.0945397212864143;39.674454870756925
;11;DESTRE, 61. -, -;;Son Sardina;470869.3079999997;Agroturisme;Allotjaments;;PALMA;;18/02/2014;LOS NARANJOS;4387333.2895;22;;MUKI TURISMO, SL (B16635393);AG/251;Alta;2.6605296850434113;39.63528087599556
;5;Polígon 7. PARCELA, 689. 07300 INCA, Mallorca;;Inca;495042.931483;Agroturisme;Allotjaments;;INCA;;03/04/2014;BINISSATI VELL;4395763.92757;8;;BARTOLOME SIQUIER TORRES;AG/252;Alta;2.942169748128682;39.7117251639478
;10;Polígon 5 Parcel·la 302. 07529 ARIANY, Mallorca;;Ariany;;Agroturisme;Allotjaments;;ARIANY;;26/03/2014;CAN CAPITA;;22;;HORT CAN CAPITÀ, SL (B67738716);AG/253;Alta;;
;8;Polígon ,6, PARCELA Nº 354. 07630 CAMPOS, Mallorca;;Campos;498920.18;Agroturisme;Allotjaments;;CAMPOS;;26/05/2014;FINCA CAN COREM;4366826.59;27;;Nathalie Andrea  Theresa Korcz (X2970158F);AG/254;Alta;2.987449696454655;39.451000314597756
;12;Carretera VIEJA DE BUNYOLA, KM. 2,4(QUARTER 5, PARCELA 259), S/N. 07320 SANTA MARIA DEL CAMÍ, Mallorca;;Santa Maria Del Camí;478732.233003;Agroturisme;Allotjaments;;SANTA MARIA DEL CAMÍ;2537000;12/05/2014;FINCA ES CABÀS;4389864.15525;26;;ES CABÀS S.L. (B07963812);AG/255;Alta;2.7520767645714526;39.6583162852
;7;Carretera MA 2220 - KM. 59,8-L´ULLAL ANTIGUA ETV, S/N. 07460 Port De Pollença, POLLENÇA, Mallorca;;Port De Pollença;506356.893344;Agroturisme;Allotjaments;;POLLENÇA;45301;04/12/2014;L´ULLAL;4.416865158E9;36;;EDIFICACIONES VIAL, S.A. (A07083728);AG/256;Alta;-177.06085361399704;20.215651657833845
;5;Polígon 20 PARCELA 07 I PARTE DE PARCELA 03. 07500 MANACOR, Mallorca;;Manacor;523747.18;Agroturisme;Allotjaments;;MANACOR;;22/12/2014;SON FORTEZA;4373239.41;10;;SALVADOR GRIMALT LLULL;AG/257;Alta;3.276230669158698;39.508456277870266
;2;Polígon 25 PARCEL·LA 13. 07639 LLUCMAJOR, Mallorca;;Llucmajor;493296.3;Agroturisme;Allotjaments;;LLUCMAJOR;;20/01/2015;SON BIELÓ;4358761.2;4;;BARTOLOME SEGUI VERGER;AG/259;Alta;2.9221665391506577;39.37830003874218
;7;Camí DE LES TALAIOLES (POL. 30, PARCEL.LA 117), S/N. 07500 MANACOR, Mallorca;;Manacor;521992.73;Agroturisme;Allotjaments;;MANACOR;;22/12/2014;SON TIRANO NOU;4378317.17;22;;GREEN LIFE WELLNESS, SL (B76341676);AG/260;Alta;3.2559908187814304;39.554255838891244
4 estrelles Superior;14;Polígon 4, PARCEL·LA 315 I POLÍGON 5, PARCEL·LA 255. 07100 SÓLLER, Mallorca;;Sóller;475586.62;Agroturisme;Allotjaments;;SÓLLER;;02/02/2015;SON GREC PETIT RESORT;4402716.03;28;;DORTI SL (B07172596);AG/261;Alta;2.7149317352055515;39.77402933454232
;4;Carretera VIEJA DE SINEU KM 7,250, S/N. 07198 PALMA, Mallorca;;Palma;478794.039558;Agroturisme;Allotjaments;;PALMA;;17/02/2015;FINCA SON MIR;4381971.46109;9;;INVERSIONES KIPE, SL (B31267404);AG/262;Alta;2.753050147760777;39.58720222712329
;5;MANACOR P.K. 31 - POLIGONO 11 PARCELA 997, S/N. 07230 MONTUÏRI, Mallorca;;Montuïri;500777.372401;Agroturisme;Allotjaments;;MONTUÏRI;;26/02/2015;SON COLLELL;4378907.96891;12;;JOSE FRANCISCO CONRADO DE VILLALONGA;AG/263;Alta;3.0090491876408505;39.55986078553793
;3;Polígon 143, 40, PARCEL·LA 165. VOLTA 3. 07208 Cas Concos Del Cavaller, FELANITX, Mallorca;;Cas Concos Del Cavaller;508246.08;Agroturisme;Allotjaments;;FELANITX;;30/03/2015;ES ROSSELLS;4362487.43;6;;JOSE FRANCISCO OBRADOR RAMIS DE AYREFLOR;AG/265;Alta;3.0957871815125064;39.411862741998114
;3;Polígon 12, PARC 49. 07143 Biniali, SENCELLES, Mallorca;;Biniali;488974.1;Agroturisme;Allotjaments;;SENCELLES;;30/03/2015;MOREYO VEY;4386949.26;12;;JOSE SIQUIER SAMPOL;AG/267;Alta;2.8715167594900572;39.632245592587566
;11;Finca CAS CABO, POLIGON 3, PARC 852-609-610, S/N. 07530 Sant Llorenç Del Cardassar, SANT LLORENÇ DES CARDASSAR, Mallorca;;Sant Llorenç Del Cardassar;526209.135326;Agroturisme;Allotjaments;;SANT LLORENÇ DES CARDASSAR;23634;15/04/2015;CAS CABO NOU;4385324.10097;22;;Sansó Explotacions, SL (B57725962);AG/269;Alta;3.3053452748221006;39.61727207408541
;2;PALMA - SOLLER, KM.20, S/N. 07110 BUNYOLA, Mallorca;;Bunyola;473624.962296;Agroturisme;Allotjaments;;BUNYOLA;;19/04/1994;SIERRA DE ALFABIA;4397020.79377;6;;JUAN MORELL FERNANDEZ;AG/27;Alta;2.6922546954645545;39.722656367415176
;10;Polígon 8, PARCEL·LA 507. 07530 Sant Llorenç Del Cardassar, SANT LLORENÇ DES CARDASSAR, Mallorca;;Sant Llorenç Del Cardassar;526209.135326;Agroturisme;Allotjaments;;SANT LLORENÇ DES CARDASSAR;235264;15/04/2015;S´ARBOÇAR;4385324.10097;29;;HERMANOS DOMENGE SANCHO S.L. (B07659501);AG/270;Alta;3.3053452748221006;39.61727207408541
4 estrelles;15;Polígon 12 PARCEL·LA 401. 07300 INCA, Mallorca;;Inca;492957.71;Agroturisme;Allotjaments;;INCA;;15/04/2015;SA VINYA DES CONVENT;4396313.6;30;;EXPLOTACION HOTELERA CALA MILLOR SL (B07676836);AG/271;Alta;2.9178372399078945;39.71666317914449
;16;Polígon 32 Parcel·la 11. -, -;;Felanitx;;Agroturisme;Allotjaments;;FELANITX;;11/05/2015;SA NAU;;48;;HABITAT 70 SA (A07126469);AG/272;Alta;;
;1;Polígon 4, PARC 58, 59, 60, CARRETERA MA, KM 38. 07315 Cala Tuent, ESCORCA, Mallorca;;Cala Tuent;481984.22;Agroturisme;Allotjaments;;ESCORCA;;13/10/2015;BINI GRAN;4407720.12;2;;ANTONIA BISBAL COLOM;AG/273;Alta;2.7894967709197966;39.8192759207326
;1;DE SA COMUNA. POLIGON 7, PARCEL.LA 410, S/N. 07630 CAMPOS, Mallorca;;Campos;500156.85;Agroturisme;Allotjaments;;CAMPOS;;20/05/2015;SON PESCA VELL;4367967.4;2;;DANIEL DANES SOLER;AG/275;Alta;3.001823271164732;39.46128041656598
;2;Polígon 16, PARC 499. 07630 CAMPOS, Mallorca;;Campos;501873.92;Agroturisme;Allotjaments;;CAMPOS;;28/08/2015;SA CASETA DE SES VAQUES SON COVAS;4357450.48;8;;FORMATGES BURGUERA, SAT BA-71 (G57313157);AG/276;Alta;3.021753534064331;39.36651342682699
;5;Carretera S´ESGLAIETA-ESPORLES KM 2.4, S/N. 07190 ESPORLES, Mallorca;;Esporles;464564.515364;Agroturisme;Allotjaments;;ESPORLES;;27/08/2015;SES ROTES;4390412.85206;3;;GANADERIA SES PLANES, S.L.U (B07720394);AG/277;Alta;2.5868942261332446;39.662790151559214
;4;CAMPOS - COLONIA DE SANT JORDI, KM 7´1, S/N. 07630 CAMPOS, Mallorca;;Campos;;Agroturisme;Allotjaments;;CAMPOS;;28/09/2015;SA CANOVETA;;12;;ILLA DIVINA SL (B57847428);AG/279;Alta;;
;7;Carretera BUNYOLA-ORIENT,KM.4´600, S/N. 07110 BUNYOLA, Mallorca;;Bunyola;476049.76;Agroturisme;Allotjaments;;BUNYOLA;;25/05/1994;HONOR VELL;4397268.64;12;;RAMON-LLULL TRUYOLS BAIGET;AG/28;Alta;2.7205380135257036;39.724961040219064
;5;Polígon 2 Parcel·la 24. 07140 SENCELLES, Mallorca;;Sencelles;;Agroturisme;Allotjaments;;SENCELLES;;13/10/2015;FINCA SON MIRANDA;;14;;SON MIRANDA AGROTURISMO, SL (B87743985);AG/281;Alta;;
;6;Avinguda DEL CID, S/N. 07198 Son Ferriol, PALMA, Mallorca;;Son Ferriol;475636.188179;Agroturisme;Allotjaments;;PALMA;37138;23/10/2015;FINCA SON AMORA;4380920.06213;12;;GERMANS JAUME TUGORES CB (E07697675);AG/282;Alta;2.7163150324776963;39.57764479272316
;14;Polígon 11 PARCEL·LA 18. Son Serra De Marina, SANTA MARGALIDA, Mallorca;;Son Serra De Marina;513259.087971;Agroturisme;Allotjaments;;SANTA MARGALIDA;0;23/10/2015;CAN PERE REI;4396805.83895;49;;SON CORV 2014 S.L (B57896177);AG/283;Alta;3.1547041808455867;39.72102437160701
;5;COMASEMA, S/N. 07349 Orient, BUNYOLA, Mallorca;;Orient;480748.87;Agroturisme;Allotjaments;;BUNYOLA;;23/10/2013;FINCA COMASEMA;4400372.91;10;;FINCA COMASSEMA,SL (B07278997);AG/284;Alta;2.7752780385771185;39.75304998412942
;3;Polígon 52 PARCEL-LES 10,11,27 I 93 POLIGON 60 PARCEL-LES 311. FELANITX, Mallorca;;Felanitx;;Agroturisme;Allotjaments;;FELANITX;;22/08/2016;SON RAMONET PETIT;;8;;Aina Yrla Obrador;AG/285;Alta;;
;3;SA BARRALA S/N (POL. 21 PARC. 230 I POL. 17 PARC 347), S/N. 07630 CAMPOS, Mallorca;;Campos;;Agroturisme;Allotjaments;;CAMPOS;;09/12/2015;SA BARRALA;;10;;SA BARRALA, SL (B57061210);AG/286;Alta;;
;10;Polígon 4 PARCEL·LES 457-379-459 I 479. -, -;;Santa Maria Del Camí;480456.262624;Agroturisme;Allotjaments;;SANTA MARIA DEL CAMÍ;;09/12/2015;ANTONIAS FINCA AGROTURISMO;4390503.02734;20;;DOING STRATEGIES, SL (B66991928);AG/287;Alta;2.772155114912518;39.664113848059394
;10;DE LA VILLALONGA, S/N, POL. 4, PARCEL.LES 445 Y 442, S/N. 07100 SÓLLER, Mallorca;;Sóller;;Agroturisme;Allotjaments;;SÓLLER;;12/02/2016;CA´N QUATRE;;20;;CA´N TONI CASTAÑER SL (B57600785);AG/288;Alta;;
