Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01 00:00:00,Spain,Spain,ES,93.63,127.9,79.82,43.64,entsoe.eu,false,
2024-01-01 01:00:00,Spain,Spain,ES,93.64,129.05,79.44,42.33,entsoe.eu,false,
2024-01-01 02:00:00,Spain,Spain,ES,98.9,136.06,78.06,39.81,entsoe.eu,false,
2024-01-01 03:00:00,Spain,Spain,ES,99.32,136.46,78.08,39.25,entsoe.eu,false,
2024-01-01 04:00:00,Spain,Spain,ES,102.58,140.87,77.1,38.1,entsoe.eu,false,
2024-01-01 05:00:00,Spain,Spain,ES,103.2,141.46,77.07,38.08,entsoe.eu,false,
2024-01-01 06:00:00,Spain,Spain,ES,99.14,136.44,77.96,39.65,entsoe.eu,false,
2024-01-01 07:00:00,Spain,Spain,ES,97.15,133.81,78.47,40.75,entsoe.eu,false,
2024-01-01 08:00:00,Spain,Spain,ES,97.11,134.52,78.2,42.3,entsoe.eu,false,
2024-01-01 09:00:00,Spain,Spain,ES,77.47,111.16,82.94,49.09,entsoe.eu,false,
2024-01-01 10:00:00,Spain,Spain,ES,61.01,91.99,86.87,56.53,entsoe.eu,false,
2024-01-01 11:00:00,Spain,Spain,ES,53.79,83.68,88.55,60.96,entsoe.eu,false,
2024-01-01 12:00:00,Spain,Spain,ES,50.2,79.6,89.33,62.6,entsoe.eu,false,
2024-01-01 13:00:00,Spain,Spain,ES,52.34,82.53,88.77,64.53,entsoe.eu,false,
2024-01-01 14:00:00,Spain,Spain,ES,51.75,82.03,88.88,66.22,entsoe.eu,false,
2024-01-01 15:00:00,Spain,Spain,ES,53.96,83.94,88.42,63.26,entsoe.eu,false,
2024-01-01 16:00:00,Spain,Spain,ES,71.54,103.52,84.19,52.55,entsoe.eu,false,
2024-01-01 17:00:00,Spain,Spain,ES,74.76,101.83,84.89,51.95,entsoe.eu,false,
2024-01-01 18:00:00,Spain,Spain,ES,69.61,91.37,87.39,56.66,entsoe.eu,false,
2024-01-01 19:00:00,Spain,Spain,ES,66.62,87.17,88.22,58.36,entsoe.eu,false,
2024-01-01 20:00:00,Spain,Spain,ES,70.07,90.79,87.6,57.9,entsoe.eu,false,
2024-01-01 21:00:00,Spain,Spain,ES,67.26,88.49,87.95,56.87,entsoe.eu,false,
2024-01-01 22:00:00,Spain,Spain,ES,68.67,93.9,86.53,53.69,entsoe.eu,false,
2024-01-01 23:00:00,Spain,Spain,ES,69.19,98.79,85.06,51.42,entsoe.eu,false,
2024-01-02 00:00:00,Spain,Spain,ES,70.42,100.39,84.69,51.4,entsoe.eu,false,
2024-01-02 01:00:00,Spain,Spain,ES,73.5,104.63,83.79,50.65,entsoe.eu,false,
2024-01-02 02:00:00,Spain,Spain,ES,70.77,101.27,84.49,51.08,entsoe.eu,false,
2024-01-02 03:00:00,Spain,Spain,ES,70.61,101.02,84.55,50.49,entsoe.eu,false,
2024-01-02 04:00:00,Spain,Spain,ES,74.41,105.79,83.62,49.7,entsoe.eu,false,
2024-01-02 05:00:00,Spain,Spain,ES,73.07,103.95,84.0,50.79,entsoe.eu,false,
2024-01-02 06:00:00,Spain,Spain,ES,72.31,102.99,84.14,52.48,entsoe.eu,false,
2024-01-02 07:00:00,Spain,Spain,ES,66.71,94.56,86.01,56.13,entsoe.eu,false,
2024-01-02 08:00:00,Spain,Spain,ES,61.46,85.2,88.41,62.02,entsoe.eu,false,
2024-01-02 09:00:00,Spain,Spain,ES,47.96,71.87,90.93,66.92,entsoe.eu,false,
2024-01-02 10:00:00,Spain,Spain,ES,45.02,70.59,91.1,68.69,entsoe.eu,false,
2024-01-02 11:00:00,Spain,Spain,ES,45.94,72.57,90.61,68.39,entsoe.eu,false,
2024-01-02 12:00:00,Spain,Spain,ES,43.91,69.88,91.15,69.03,entsoe.eu,false,
2024-01-02 13:00:00,Spain,Spain,ES,44.08,70.15,90.98,69.51,entsoe.eu,false,
2024-01-02 14:00:00,Spain,Spain,ES,41.42,66.84,91.66,70.96,entsoe.eu,false,
2024-01-02 15:00:00,Spain,Spain,ES,44.55,69.82,90.94,68.06,entsoe.eu,false,
2024-01-02 16:00:00,Spain,Spain,ES,60.14,85.05,88.23,65.93,entsoe.eu,false,
2024-01-02 17:00:00,Spain,Spain,ES,66.17,90.46,87.18,65.35,entsoe.eu,false,
2024-01-02 18:00:00,Spain,Spain,ES,63.81,86.87,87.95,66.57,entsoe.eu,false,
2024-01-02 19:00:00,Spain,Spain,ES,58.1,80.97,88.84,64.86,entsoe.eu,false,
2024-01-02 20:00:00,Spain,Spain,ES,58.49,81.64,88.62,64.39,entsoe.eu,false,
2024-01-02 21:00:00,Spain,Spain,ES,54.15,78.46,89.01,63.58,entsoe.eu,false,
2024-01-02 22:00:00,Spain,Spain,ES,50.39,75.1,89.52,62.25,entsoe.eu,false,
2024-01-02 23:00:00,Spain,Spain,ES,51.27,76.11,89.35,61.05,entsoe.eu,false,
2024-01-03 00:00:00,Spain,Spain,ES,50.38,75.1,89.58,60.52,entsoe.eu,false,
2024-01-03 01:00:00,Spain,Spain,ES,51.06,76.03,89.46,60.28,entsoe.eu,false,
2024-01-03 02:00:00,Spain,Spain,ES,50.8,75.6,89.55,59.45,entsoe.eu,false,
2024-01-03 03:00:00,Spain,Spain,ES,51.38,76.32,89.46,59.44,entsoe.eu,false,
2024-01-03 04:00:00,Spain,Spain,ES,51.5,76.33,89.45,58.96,entsoe.eu,false,
2024-01-03 05:00:00,Spain,Spain,ES,55.17,80.74,88.65,58.96,entsoe.eu,false,
2024-01-03 06:00:00,Spain,Spain,ES,57.16,83.38,88.12,59.11,entsoe.eu,false,
2024-01-03 07:00:00,Spain,Spain,ES,53.57,77.95,89.31,60.73,entsoe.eu,false,
2024-01-03 08:00:00,Spain,Spain,ES,55.48,78.49,89.52,62.79,entsoe.eu,false,
2024-01-03 09:00:00,Spain,Spain,ES,50.65,72.76,90.8,64.78,entsoe.eu,false,
2024-01-03 10:00:00,Spain,Spain,ES,47.43,70.15,91.5,65.8,entsoe.eu,false,
2024-01-03 11:00:00,Spain,Spain,ES,45.44,69.9,91.49,65.7,entsoe.eu,false,
2024-01-03 12:00:00,Spain,Spain,ES,46.46,72.06,90.95,65.59,entsoe.eu,false,
2024-01-03 13:00:00,Spain,Spain,ES,52.1,77.63,89.95,65.3,entsoe.eu,false,
2024-01-03 14:00:00,Spain,Spain,ES,59.49,86.02,88.31,63.42,entsoe.eu,false,
2024-01-03 15:00:00,Spain,Spain,ES,72.43,101.97,84.95,58.15,entsoe.eu,false,
2024-01-03 16:00:00,Spain,Spain,ES,90.48,122.16,81.06,53.75,entsoe.eu,false,
2024-01-03 17:00:00,Spain,Spain,ES,98.27,129.77,79.7,52.98,entsoe.eu,false,
2024-01-03 18:00:00,Spain,Spain,ES,97.79,129.2,79.73,53.47,entsoe.eu,false,
2024-01-03 19:00:00,Spain,Spain,ES,94.13,124.57,80.59,54.49,entsoe.eu,false,
2024-01-03 20:00:00,Spain,Spain,ES,92.1,123.46,80.62,54.37,entsoe.eu,false,
2024-01-03 21:00:00,Spain,Spain,ES,87.88,119.48,81.3,54.17,entsoe.eu,false,
2024-01-03 22:00:00,Spain,Spain,ES,84.48,115.17,82.31,53.18,entsoe.eu,false,
2024-01-03 23:00:00,Spain,Spain,ES,81.29,112.36,82.96,51.29,entsoe.eu,false,
2024-01-04 00:00:00,Spain,Spain,ES,79.09,110.62,83.43,49.64,entsoe.eu,false,
2024-01-04 01:00:00,Spain,Spain,ES,79.27,110.77,83.58,48.56,entsoe.eu,false,
2024-01-04 02:00:00,Spain,Spain,ES,81.06,112.53,83.39,47.69,entsoe.eu,false,
2024-01-04 03:00:00,Spain,Spain,ES,78.97,110.07,83.75,46.54,entsoe.eu,false,
2024-01-04 04:00:00,Spain,Spain,ES,81.29,112.91,83.24,46.5,entsoe.eu,false,
2024-01-04 05:00:00,Spain,Spain,ES,82.88,114.98,82.77,46.72,entsoe.eu,false,
2024-01-04 06:00:00,Spain,Spain,ES,80.71,110.93,83.46,49.73,entsoe.eu,false,
2024-01-04 07:00:00,Spain,Spain,ES,81.9,109.34,83.9,53.8,entsoe.eu,false,
2024-01-04 08:00:00,Spain,Spain,ES,86.97,114.93,82.92,54.93,entsoe.eu,false,
2024-01-04 09:00:00,Spain,Spain,ES,86.05,114.96,83.02,54.97,entsoe.eu,false,
2024-01-04 10:00:00,Spain,Spain,ES,86.31,115.08,83.28,55.53,entsoe.eu,false,
2024-01-04 11:00:00,Spain,Spain,ES,82.72,111.48,84.1,56.22,entsoe.eu,false,
2024-01-04 12:00:00,Spain,Spain,ES,84.32,114.64,83.21,55.04,entsoe.eu,false,
2024-01-04 13:00:00,Spain,Spain,ES,86.8,117.03,82.74,55.17,entsoe.eu,false,
2024-01-04 14:00:00,Spain,Spain,ES,92.36,122.89,81.79,55.23,entsoe.eu,false,
2024-01-04 15:00:00,Spain,Spain,ES,98.72,130.04,80.37,53.24,entsoe.eu,false,
2024-01-04 16:00:00,Spain,Spain,ES,104.41,135.42,79.31,50.86,entsoe.eu,false,
2024-01-04 17:00:00,Spain,Spain,ES,114.35,146.18,77.23,49.04,entsoe.eu,false,
2024-01-04 18:00:00,Spain,Spain,ES,111.11,142.04,77.87,50.73,entsoe.eu,false,
2024-01-04 19:00:00,Spain,Spain,ES,112.57,144.79,77.16,50.08,entsoe.eu,false,
2024-01-04 20:00:00,Spain,Spain,ES,112.31,146.58,76.58,49.07,entsoe.eu,false,
2024-01-04 21:00:00,Spain,Spain,ES,105.88,140.82,77.56,47.77,entsoe.eu,false,
2024-01-04 22:00:00,Spain,Spain,ES,100.2,135.36,78.56,45.94,entsoe.eu,false,
2024-01-04 23:00:00,Spain,Spain,ES,100.85,137.1,78.48,43.73,entsoe.eu,false,
2024-01-05 00:00:00,Spain,Spain,ES,88.97,123.36,81.07,46.75,entsoe.eu,false,
2024-01-05 01:00:00,Spain,Spain,ES,91.45,126.51,80.51,47.42,entsoe.eu,false,
2024-01-05 02:00:00,Spain,Spain,ES,94.93,131.09,79.57,46.31,entsoe.eu,false,
2024-01-05 03:00:00,Spain,Spain,ES,87.73,121.66,81.45,47.84,entsoe.eu,false,
2024-01-05 04:00:00,Spain,Spain,ES,87.12,121.39,81.37,50.82,entsoe.eu,false,
2024-01-05 05:00:00,Spain,Spain,ES,84.04,117.12,82.28,53.61,entsoe.eu,false,
2024-01-05 06:00:00,Spain,Spain,ES,77.52,107.94,84.04,58.2,entsoe.eu,false,
2024-01-05 07:00:00,Spain,Spain,ES,70.59,97.18,86.27,62.14,entsoe.eu,false,
2024-01-05 08:00:00,Spain,Spain,ES,66.17,91.94,87.35,65.04,entsoe.eu,false,
2024-01-05 09:00:00,Spain,Spain,ES,52.81,80.14,89.48,68.02,entsoe.eu,false,
2024-01-05 10:00:00,Spain,Spain,ES,45.91,72.74,91.01,70.95,entsoe.eu,false,
2024-01-05 11:00:00,Spain,Spain,ES,42.97,68.96,91.81,72.58,entsoe.eu,false,
2024-01-05 12:00:00,Spain,Spain,ES,39.21,64.2,92.6,73.9,entsoe.eu,false,
2024-01-05 13:00:00,Spain,Spain,ES,39.68,64.73,92.47,74.31,entsoe.eu,false,
2024-01-05 14:00:00,Spain,Spain,ES,38.04,62.78,92.66,74.32,entsoe.eu,false,
2024-01-05 15:00:00,Spain,Spain,ES,41.08,66.34,91.78,72.85,entsoe.eu,false,
2024-01-05 16:00:00,Spain,Spain,ES,50.32,76.82,89.49,68.95,entsoe.eu,false,
2024-01-05 17:00:00,Spain,Spain,ES,61.81,86.6,87.81,66.93,entsoe.eu,false,
2024-01-05 18:00:00,Spain,Spain,ES,63.72,87.08,87.92,67.02,entsoe.eu,false,
2024-01-05 19:00:00,Spain,Spain,ES,68.56,91.02,87.4,66.93,entsoe.eu,false,
2024-01-05 20:00:00,Spain,Spain,ES,72.55,96.47,86.28,65.78,entsoe.eu,false,
2024-01-05 21:00:00,Spain,Spain,ES,67.59,91.49,87.16,65.74,entsoe.eu,false,
2024-01-05 22:00:00,Spain,Spain,ES,67.78,93.79,86.58,64.05,entsoe.eu,false,
2024-01-05 23:00:00,Spain,Spain,ES,67.4,93.96,86.65,63.47,entsoe.eu,false,
2024-01-06 00:00:00,Spain,Spain,ES,66.35,94.84,86.29,62.5,entsoe.eu,false,
2024-01-06 01:00:00,Spain,Spain,ES,63.57,91.65,86.85,62.42,entsoe.eu,false,
2024-01-06 02:00:00,Spain,Spain,ES,64.33,92.67,86.67,61.89,entsoe.eu,false,
2024-01-06 03:00:00,Spain,Spain,ES,64.75,93.05,86.55,61.64,entsoe.eu,false,
2024-01-06 04:00:00,Spain,Spain,ES,66.13,94.47,86.38,61.23,entsoe.eu,false,
2024-01-06 05:00:00,Spain,Spain,ES,65.94,94.36,86.33,60.93,entsoe.eu,false,
2024-01-06 06:00:00,Spain,Spain,ES,68.17,97.21,85.78,60.06,entsoe.eu,false,
2024-01-06 07:00:00,Spain,Spain,ES,68.77,98.17,85.59,59.52,entsoe.eu,false,
2024-01-06 08:00:00,Spain,Spain,ES,61.01,89.87,87.01,62.56,entsoe.eu,false,
2024-01-06 09:00:00,Spain,Spain,ES,41.31,67.54,91.57,69.94,entsoe.eu,false,
2024-01-06 10:00:00,Spain,Spain,ES,33.91,59.02,93.32,73.35,entsoe.eu,false,
2024-01-06 11:00:00,Spain,Spain,ES,34.35,59.72,93.17,73.58,entsoe.eu,false,
2024-01-06 12:00:00,Spain,Spain,ES,35.1,60.7,92.99,73.35,entsoe.eu,false,
2024-01-06 13:00:00,Spain,Spain,ES,36.46,62.28,92.68,72.74,entsoe.eu,false,
2024-01-06 14:00:00,Spain,Spain,ES,36.43,62.1,92.69,72.61,entsoe.eu,false,
2024-01-06 15:00:00,Spain,Spain,ES,42.07,68.36,91.34,70.62,entsoe.eu,false,
2024-01-06 16:00:00,Spain,Spain,ES,64.1,92.79,86.66,63.9,entsoe.eu,false,
2024-01-06 17:00:00,Spain,Spain,ES,83.5,110.57,83.77,61.14,entsoe.eu,false,
2024-01-06 18:00:00,Spain,Spain,ES,86.85,114.79,82.84,60.51,entsoe.eu,false,
2024-01-06 19:00:00,Spain,Spain,ES,81.82,108.72,83.97,61.67,entsoe.eu,false,
2024-01-06 20:00:00,Spain,Spain,ES,76.42,101.78,85.41,62.64,entsoe.eu,false,
2024-01-06 21:00:00,Spain,Spain,ES,76.69,102.44,85.34,62.23,entsoe.eu,false,
2024-01-06 22:00:00,Spain,Spain,ES,75.36,100.89,85.54,62.39,entsoe.eu,false,
2024-01-06 23:00:00,Spain,Spain,ES,76.59,105.38,84.72,59.34,entsoe.eu,false,
2024-01-07 00:00:00,Spain,Spain,ES,79.5,111.32,83.52,56.91,entsoe.eu,false,
2024-01-07 01:00:00,Spain,Spain,ES,78.11,109.84,83.78,56.52,entsoe.eu,false,
2024-01-07 02:00:00,Spain,Spain,ES,79.5,110.96,83.7,56.18,entsoe.eu,false,
2024-01-07 03:00:00,Spain,Spain,ES,81.23,113.3,83.14,55.78,entsoe.eu,false,
2024-01-07 04:00:00,Spain,Spain,ES,81.08,113.04,83.23,55.86,entsoe.eu,false,
2024-01-07 05:00:00,Spain,Spain,ES,79.75,111.64,83.51,56.01,entsoe.eu,false,
2024-01-07 06:00:00,Spain,Spain,ES,78.31,110.18,83.62,56.45,entsoe.eu,false,
2024-01-07 07:00:00,Spain,Spain,ES,78.77,111.08,83.34,56.17,entsoe.eu,false,
2024-01-07 08:00:00,Spain,Spain,ES,75.6,108.74,83.59,58.1,entsoe.eu,false,
2024-01-07 09:00:00,Spain,Spain,ES,51.46,80.72,89.26,66.7,entsoe.eu,false,
2024-01-07 10:00:00,Spain,Spain,ES,41.34,68.9,91.71,70.51,entsoe.eu,false,
2024-01-07 11:00:00,Spain,Spain,ES,38.57,65.81,92.31,71.67,entsoe.eu,false,
2024-01-07 12:00:00,Spain,Spain,ES,38.11,65.14,92.34,72.37,entsoe.eu,false,
2024-01-07 13:00:00,Spain,Spain,ES,37.72,64.66,92.43,72.85,entsoe.eu,false,
2024-01-07 14:00:00,Spain,Spain,ES,39.97,67.31,92.02,72.39,entsoe.eu,false,
2024-01-07 15:00:00,Spain,Spain,ES,50.91,80.4,89.38,69.4,entsoe.eu,false,
2024-01-07 16:00:00,Spain,Spain,ES,72.06,104.9,84.45,62.77,entsoe.eu,false,
2024-01-07 17:00:00,Spain,Spain,ES,83.73,113.84,82.9,60.26,entsoe.eu,false,
2024-01-07 18:00:00,Spain,Spain,ES,84.23,112.59,83.26,61.08,entsoe.eu,false,
2024-01-07 19:00:00,Spain,Spain,ES,80.44,108.77,83.81,60.35,entsoe.eu,false,
2024-01-07 20:00:00,Spain,Spain,ES,72.03,98.81,85.58,59.85,entsoe.eu,false,
2024-01-07 21:00:00,Spain,Spain,ES,70.36,98.07,85.69,58.73,entsoe.eu,false,
2024-01-07 22:00:00,Spain,Spain,ES,76.72,106.41,84.16,58.04,entsoe.eu,false,
2024-01-07 23:00:00,Spain,Spain,ES,82.19,115.25,82.38,55.68,entsoe.eu,false,
2024-01-08 00:00:00,Spain,Spain,ES,86.35,120.19,81.78,55.16,entsoe.eu,false,
2024-01-08 01:00:00,Spain,Spain,ES,85.62,119.85,81.64,55.16,entsoe.eu,false,
2024-01-08 02:00:00,Spain,Spain,ES,84.63,118.22,82.16,55.3,entsoe.eu,false,
2024-01-08 03:00:00,Spain,Spain,ES,88.63,123.72,80.91,54.23,entsoe.eu,false,
2024-01-08 04:00:00,Spain,Spain,ES,93.16,129.08,79.91,53.24,entsoe.eu,false,
2024-01-08 05:00:00,Spain,Spain,ES,96.28,133.15,78.97,53.92,entsoe.eu,false,
2024-01-08 06:00:00,Spain,Spain,ES,107.47,144.13,76.8,54.49,entsoe.eu,false,
2024-01-08 07:00:00,Spain,Spain,ES,121.72,159.48,74.0,53.42,entsoe.eu,false,
2024-01-08 08:00:00,Spain,Spain,ES,115.27,152.88,75.28,55.55,entsoe.eu,false,
2024-01-08 09:00:00,Spain,Spain,ES,95.14,131.46,79.38,60.75,entsoe.eu,false,
2024-01-08 10:00:00,Spain,Spain,ES,85.81,120.8,81.52,63.24,entsoe.eu,false,
2024-01-08 11:00:00,Spain,Spain,ES,85.78,121.44,81.38,63.09,entsoe.eu,false,
2024-01-08 12:00:00,Spain,Spain,ES,82.85,118.46,81.93,63.24,entsoe.eu,false,
2024-01-08 13:00:00,Spain,Spain,ES,86.66,124.17,80.81,61.85,entsoe.eu,false,
2024-01-08 14:00:00,Spain,Spain,ES,99.17,137.19,78.79,59.86,entsoe.eu,false,
2024-01-08 15:00:00,Spain,Spain,ES,122.74,165.25,73.34,53.93,entsoe.eu,false,
2024-01-08 16:00:00,Spain,Spain,ES,154.59,200.01,67.1,47.19,entsoe.eu,false,
2024-01-08 17:00:00,Spain,Spain,ES,166.48,212.79,64.78,44.14,entsoe.eu,false,
2024-01-08 18:00:00,Spain,Spain,ES,163.86,208.17,65.81,44.85,entsoe.eu,false,
2024-01-08 19:00:00,Spain,Spain,ES,164.15,207.72,65.99,44.67,entsoe.eu,false,
2024-01-08 20:00:00,Spain,Spain,ES,167.55,212.5,64.97,43.18,entsoe.eu,false,
2024-01-08 21:00:00,Spain,Spain,ES,168.84,217.18,63.69,39.67,entsoe.eu,false,
2024-01-08 22:00:00,Spain,Spain,ES,163.18,211.64,64.74,38.79,entsoe.eu,false,
2024-01-08 23:00:00,Spain,Spain,ES,159.9,211.06,64.55,35.2,entsoe.eu,false,
2024-01-09 00:00:00,Spain,Spain,ES,162.29,214.95,63.95,32.94,entsoe.eu,false,
2024-01-09 01:00:00,Spain,Spain,ES,164.9,218.15,63.53,31.35,entsoe.eu,false,
2024-01-09 02:00:00,Spain,Spain,ES,168.97,222.79,62.82,29.51,entsoe.eu,false,
2024-01-09 03:00:00,Spain,Spain,ES,171.72,226.16,62.24,28.25,entsoe.eu,false,
2024-01-09 04:00:00,Spain,Spain,ES,172.61,227.8,61.7,27.82,entsoe.eu,false,
2024-01-09 05:00:00,Spain,Spain,ES,181.93,240.51,58.77,28.59,entsoe.eu,false,
2024-01-09 06:00:00,Spain,Spain,ES,203.46,264.32,54.05,30.67,entsoe.eu,false,
2024-01-09 07:00:00,Spain,Spain,ES,210.89,268.88,53.73,33.54,entsoe.eu,false,
2024-01-09 08:00:00,Spain,Spain,ES,207.8,265.42,54.46,34.35,entsoe.eu,false,
2024-01-09 09:00:00,Spain,Spain,ES,188.07,242.76,58.93,39.18,entsoe.eu,false,
2024-01-09 10:00:00,Spain,Spain,ES,176.92,233.01,60.23,40.54,entsoe.eu,false,
2024-01-09 11:00:00,Spain,Spain,ES,175.85,232.19,60.29,40.53,entsoe.eu,false,
2024-01-09 12:00:00,Spain,Spain,ES,175.55,232.15,60.25,39.37,entsoe.eu,false,
2024-01-09 13:00:00,Spain,Spain,ES,181.25,239.01,58.81,38.83,entsoe.eu,false,
2024-01-09 14:00:00,Spain,Spain,ES,194.25,254.56,55.8,36.32,entsoe.eu,false,
2024-01-09 15:00:00,Spain,Spain,ES,207.61,268.65,53.44,33.7,entsoe.eu,false,
2024-01-09 16:00:00,Spain,Spain,ES,217.34,277.58,52.18,32.33,entsoe.eu,false,
2024-01-09 17:00:00,Spain,Spain,ES,219.68,278.27,52.23,33.07,entsoe.eu,false,
2024-01-09 18:00:00,Spain,Spain,ES,220.48,278.94,52.05,33.18,entsoe.eu,false,
2024-01-09 19:00:00,Spain,Spain,ES,212.92,269.81,53.73,33.19,entsoe.eu,false,
2024-01-09 20:00:00,Spain,Spain,ES,208.89,266.81,53.97,31.9,entsoe.eu,false,
2024-01-09 21:00:00,Spain,Spain,ES,207.38,268.17,53.35,30.49,entsoe.eu,false,
2024-01-09 22:00:00,Spain,Spain,ES,199.81,261.6,54.41,30.6,entsoe.eu,false,
2024-01-09 23:00:00,Spain,Spain,ES,178.92,235.32,59.93,32.14,entsoe.eu,false,
2024-01-10 00:00:00,Spain,Spain,ES,171.15,225.43,62.35,33.0,entsoe.eu,false,
2024-01-10 01:00:00,Spain,Spain,ES,173.61,228.85,61.88,32.34,entsoe.eu,false,
2024-01-10 02:00:00,Spain,Spain,ES,169.64,224.25,62.63,32.81,entsoe.eu,false,
2024-01-10 03:00:00,Spain,Spain,ES,164.73,217.37,64.16,33.73,entsoe.eu,false,
2024-01-10 04:00:00,Spain,Spain,ES,173.0,229.01,61.55,33.13,entsoe.eu,false,
2024-01-10 05:00:00,Spain,Spain,ES,179.09,237.62,59.28,33.76,entsoe.eu,false,
2024-01-10 06:00:00,Spain,Spain,ES,184.7,241.41,58.57,36.24,entsoe.eu,false,
2024-01-10 07:00:00,Spain,Spain,ES,187.36,241.59,58.56,38.39,entsoe.eu,false,
2024-01-10 08:00:00,Spain,Spain,ES,181.05,233.24,60.3,40.61,entsoe.eu,false,
2024-01-10 09:00:00,Spain,Spain,ES,171.74,223.6,62.02,42.79,entsoe.eu,false,
2024-01-10 10:00:00,Spain,Spain,ES,162.32,214.05,63.74,44.64,entsoe.eu,false,
2024-01-10 11:00:00,Spain,Spain,ES,159.9,211.41,64.48,45.44,entsoe.eu,false,
2024-01-10 12:00:00,Spain,Spain,ES,154.68,204.52,65.83,46.95,entsoe.eu,false,
2024-01-10 13:00:00,Spain,Spain,ES,151.38,200.14,66.67,47.64,entsoe.eu,false,
2024-01-10 14:00:00,Spain,Spain,ES,150.76,200.58,66.45,47.19,entsoe.eu,false,
2024-01-10 15:00:00,Spain,Spain,ES,157.21,208.68,64.82,45.32,entsoe.eu,false,
2024-01-10 16:00:00,Spain,Spain,ES,173.97,228.74,60.86,41.04,entsoe.eu,false,
2024-01-10 17:00:00,Spain,Spain,ES,186.11,241.68,58.35,39.06,entsoe.eu,false,
2024-01-10 18:00:00,Spain,Spain,ES,189.74,242.43,58.7,40.3,entsoe.eu,false,
2024-01-10 19:00:00,Spain,Spain,ES,187.57,238.76,59.54,41.38,entsoe.eu,false,
2024-01-10 20:00:00,Spain,Spain,ES,185.33,237.17,59.65,41.11,entsoe.eu,false,
2024-01-10 21:00:00,Spain,Spain,ES,173.66,225.19,61.8,41.58,entsoe.eu,false,
2024-01-10 22:00:00,Spain,Spain,ES,160.64,211.18,64.54,42.01,entsoe.eu,false,
2024-01-10 23:00:00,Spain,Spain,ES,143.22,189.38,69.12,44.65,entsoe.eu,false,
2024-01-11 00:00:00,Spain,Spain,ES,132.94,176.84,71.93,46.3,entsoe.eu,false,
2024-01-11 01:00:00,Spain,Spain,ES,130.37,174.67,71.9,46.49,entsoe.eu,false,
2024-01-11 02:00:00,Spain,Spain,ES,134.76,180.45,70.7,45.21,entsoe.eu,false,
2024-01-11 03:00:00,Spain,Spain,ES,136.44,182.33,70.45,44.69,entsoe.eu,false,
2024-01-11 04:00:00,Spain,Spain,ES,138.63,185.07,69.93,44.21,entsoe.eu,false,
2024-01-11 05:00:00,Spain,Spain,ES,148.8,197.81,67.41,42.37,entsoe.eu,false,
2024-01-11 06:00:00,Spain,Spain,ES,157.82,209.63,64.67,42.35,entsoe.eu,false,
2024-01-11 07:00:00,Spain,Spain,ES,165.03,214.36,64.1,43.92,entsoe.eu,false,
2024-01-11 08:00:00,Spain,Spain,ES,158.8,207.21,65.37,45.72,entsoe.eu,false,
2024-01-11 09:00:00,Spain,Spain,ES,142.28,188.91,68.95,49.49,entsoe.eu,false,
2024-01-11 10:00:00,Spain,Spain,ES,129.52,174.28,71.82,52.6,entsoe.eu,false,
2024-01-11 11:00:00,Spain,Spain,ES,121.37,165.25,73.57,54.05,entsoe.eu,false,
2024-01-11 12:00:00,Spain,Spain,ES,118.84,162.51,74.2,54.68,entsoe.eu,false,
2024-01-11 13:00:00,Spain,Spain,ES,115.1,158.82,74.9,55.32,entsoe.eu,false,
2024-01-11 14:00:00,Spain,Spain,ES,117.39,162.29,74.1,54.81,entsoe.eu,false,
2024-01-11 15:00:00,Spain,Spain,ES,126.17,173.06,71.9,52.62,entsoe.eu,false,
2024-01-11 16:00:00,Spain,Spain,ES,155.05,208.05,64.6,44.77,entsoe.eu,false,
2024-01-11 17:00:00,Spain,Spain,ES,176.8,229.93,60.5,41.59,entsoe.eu,false,
2024-01-11 18:00:00,Spain,Spain,ES,177.12,227.54,61.28,43.1,entsoe.eu,false,
2024-01-11 19:00:00,Spain,Spain,ES,176.2,226.03,61.66,42.84,entsoe.eu,false,
2024-01-11 20:00:00,Spain,Spain,ES,175.28,226.29,61.5,41.73,entsoe.eu,false,
2024-01-11 21:00:00,Spain,Spain,ES,167.42,217.04,63.39,43.32,entsoe.eu,false,
2024-01-11 22:00:00,Spain,Spain,ES,152.13,200.3,66.65,44.63,entsoe.eu,false,
2024-01-11 23:00:00,Spain,Spain,ES,142.91,191.36,68.43,42.96,entsoe.eu,false,
2024-01-12 00:00:00,Spain,Spain,ES,146.86,195.31,68.27,41.87,entsoe.eu,false,
2024-01-12 01:00:00,Spain,Spain,ES,149.31,197.97,67.98,40.83,entsoe.eu,false,
2024-01-12 02:00:00,Spain,Spain,ES,149.5,198.24,67.98,40.49,entsoe.eu,false,
2024-01-12 03:00:00,Spain,Spain,ES,150.82,199.81,67.76,40.07,entsoe.eu,false,
2024-01-12 04:00:00,Spain,Spain,ES,155.2,205.65,66.5,39.24,entsoe.eu,false,
2024-01-12 05:00:00,Spain,Spain,ES,154.85,204.79,66.39,41.22,entsoe.eu,false,
2024-01-12 06:00:00,Spain,Spain,ES,156.58,204.26,66.45,44.6,entsoe.eu,false,
2024-01-12 07:00:00,Spain,Spain,ES,156.41,201.7,66.91,47.34,entsoe.eu,false,
